IPK,Skor_Motivasi_Tertulis,Skor_Literasi_Finansial,Surat_Rekomendasi,Aktif_Organisasi,Jumlah_Kegiatan_Relawan,Skor_Keaktifan_Kampus,Rekam_Ketidakhadiran,Semester,Status_Kelayakan,Kategori_Ekonomi,Skor_Performa_Dinamis
2.97,53,1,Tidak,Ya,5,61,7,5,0,Rentan,66.75
3.02,92,0,Ada,Tidak,2,94,8,2,0,Stabil,68.1
2.88,67,79,Ada,Tidak,2,56,9,5,0,Rentan,58.4
2.78,89,3,Ada,Ya,0,74,2,2,0,Stabil,56.5
3.18,65,76,Tidak,Ya,5,95,12,4,0,Rentan,76.69999999999999
3.33,84,16,Ada,Ya,0,89,7,3,1,Rentan,67.75
3.86,69,94,Ada,Ya,1,66,6,3,0,Stabil,73.1
2.76,65,2,Ada,Tidak,2,89,4,7,0,Rentan,63.2
2.61,83,72,Tidak,Tidak,5,80,20,8,1,Rentan,65.15
3.1,85,35,Ada,Ya,3,52,18,7,1,Stabil,62.9
2.53,77,58,Tidak,Tidak,4,79,0,8,0,Stabil,61.75
3.32,63,53,Tidak,Ya,0,56,10,1,0,Rentan,61.0
3.16,81,47,Tidak,Tidak,5,86,5,7,0,Stabil,74.6
3.26,64,22,Tidak,Ya,5,69,1,7,0,Stabil,72.7
3.54,71,54,Ada,Ya,0,84,10,7,0,Stabil,69.9
3.76,86,41,Ada,Tidak,4,85,1,3,1,Stabil,81.4
3.48,89,18,Ada,Ya,4,98,9,6,1,Rentan,79.8
3.87,62,80,Tidak,Ya,3,66,9,8,0,Stabil,77.25
2.82,59,61,Ada,Ya,0,73,14,5,0,Stabil,56.9
2.75,76,89,Ada,Ya,3,65,12,1,1,Rentan,60.25
3.4,82,95,Tidak,Ya,1,87,11,8,0,Stabil,70.4
3.15,66,39,Ada,Ya,3,80,13,8,1,Rentan,69.25
3.87,87,94,Ada,Tidak,1,91,1,8,1,Rentan,78.25
3.58,71,86,Tidak,Ya,1,65,10,7,0,Stabil,68.69999999999999
3.18,51,53,Ada,Tidak,0,53,7,3,0,Rentan,58.3
3.5,56,51,Tidak,Ya,0,97,14,2,0,Stabil,71.9
2.73,81,51,Ada,Ya,5,96,14,7,1,Stabil,70.15
2.46,51,0,Ada,Ya,4,95,5,7,0,Rentan,63.9
3.55,77,27,Ada,Ya,1,54,8,3,1,Stabil,66.05
3.6,96,16,Tidak,Ya,0,66,14,7,0,Stabil,67.2
2.98,96,68,Ada,Tidak,5,91,7,1,0,Rentan,72.89999999999999
3.42,93,34,Ada,Tidak,2,59,11,7,0,Stabil,67.1
3.37,94,73,Ada,Tidak,2,85,19,7,1,Rentan,71.55
3.33,72,75,Ada,Tidak,0,84,6,5,0,Stabil,66.75
3.94,66,39,Tidak,Tidak,4,66,4,4,0,Rentan,80.3
3.16,97,24,Ada,Tidak,0,54,16,3,0,Stabil,58.2
3.1,62,39,Ada,Ya,5,70,7,5,0,Stabil,70.5
3.22,89,30,Tidak,Ya,5,70,14,5,0,Stabil,72.3
3.51,89,79,Tidak,Ya,0,59,1,5,1,Stabil,64.45
2.96,90,51,Ada,Ya,5,92,8,1,0,Stabil,72.8
3.35,91,63,Tidak,Ya,5,59,0,3,1,Rentan,72.05
2.74,58,5,Ada,Tidak,5,53,6,2,0,Rentan,61.7
3.34,72,42,Ada,Ya,0,71,5,8,0,Stabil,64.3
3.43,61,33,Tidak,Ya,1,76,11,1,0,Stabil,68.64999999999999
2.78,96,49,Tidak,Tidak,5,75,8,8,0,Stabil,66.69999999999999
2.64,74,9,Tidak,Ya,4,94,19,6,0,Rentan,66.4
3.24,55,61,Ada,Ya,4,85,12,4,0,Rentan,73.6
3.97,98,39,Tidak,Ya,1,96,7,5,1,Rentan,80.75
2.89,72,93,Ada,Ya,4,80,6,2,0,Stabil,67.35
2.37,90,47,Tidak,Ya,4,74,4,4,0,Stabil,58.349999999999994
3.21,73,68,Ada,Ya,1,77,16,3,0,Rentan,65.55
3.86,85,42,Ada,Tidak,2,67,8,5,0,Stabil,75.3
3.34,90,11,Ada,Tidak,5,67,17,3,1,Rentan,73.5
3.16,100,45,Tidak,Tidak,5,66,10,2,0,Stabil,70.6
2.56,96,7,Ada,Ya,3,86,6,6,0,Stabil,61.599999999999994
3.0,67,39,Ada,Tidak,1,83,8,2,0,Rentan,63.6
3.45,55,70,Ada,Ya,5,50,6,3,1,Stabil,71.75
2.81,81,44,Ada,Ya,3,70,8,2,0,Stabil,62.15
3.28,58,50,Tidak,Tidak,3,53,20,4,0,Rentan,65.8
3.17,82,41,Tidak,Tidak,5,60,2,5,0,Rentan,69.55
2.97,76,36,Tidak,Ya,1,88,11,4,0,Stabil,64.15
4.0,56,73,Ada,Tidak,4,80,11,7,1,Rentan,84.0
2.63,61,56,Ada,Ya,2,92,18,5,0,Stabil,61.849999999999994
3.09,91,13,Ada,Ya,5,64,13,7,1,Stabil,69.15
2.87,94,59,Ada,Tidak,0,57,11,7,0,Rentan,54.449999999999996
3.54,89,88,Tidak,Ya,1,92,2,2,1,Rentan,73.5
2.63,96,59,Tidak,Ya,2,56,12,8,0,Stabil,54.65
3.41,100,46,Tidak,Ya,5,97,19,4,1,Rentan,80.55
3.11,65,13,Ada,Ya,1,78,0,2,0,Rentan,64.25
2.55,96,73,Ada,Tidak,5,57,17,5,0,Stabil,59.64999999999999
3.32,62,84,Tidak,Ya,0,51,2,6,0,Rentan,60.0
3.16,77,14,Ada,Ya,0,70,3,1,1,Rentan,61.4
3.36,95,68,Tidak,Ya,5,81,1,4,1,Rentan,76.6
3.29,53,55,Tidak,Tidak,0,60,15,4,0,Rentan,61.35
2.8,92,46,Ada,Tidak,1,79,7,7,0,Stabil,59.8
3.04,80,54,Tidak,Tidak,1,59,16,3,0,Stabil,59.400000000000006
2.89,74,42,Ada,Tidak,2,87,15,2,0,Rentan,64.75
3.43,61,66,Tidak,Ya,2,67,9,5,0,Stabil,68.85
2.92,85,68,Ada,Tidak,1,78,13,2,0,Stabil,61.4
3.05,65,14,Ada,Tidak,2,70,8,5,0,Rentan,63.75
2.4,79,84,Tidak,Ya,3,96,18,3,0,Rentan,61.2
3.08,91,63,Tidak,Tidak,0,90,13,8,0,Stabil,64.19999999999999
3.06,86,83,Ada,Tidak,0,64,5,3,0,Stabil,58.7
3.18,93,72,Ada,Ya,0,74,8,6,1,Stabil,62.5
3.0,85,69,Ada,Ya,5,85,18,8,1,Rentan,72.0
3.13,90,0,Tidak,Tidak,0,99,10,7,0,Stabil,66.75
3.26,88,24,Ada,Tidak,4,99,11,3,1,Rentan,76.7
3.69,63,6,Tidak,Ya,2,51,5,2,0,Stabil,69.55
2.79,80,63,Ada,Ya,5,71,19,2,1,Rentan,66.05000000000001
2.6,66,69,Tidak,Tidak,2,71,2,8,0,Stabil,57.2
2.89,92,41,Tidak,Ya,3,50,12,4,0,Stabil,59.35
3.08,97,43,Tidak,Ya,4,98,15,8,0,Stabil,73.8
3.74,63,37,Ada,Tidak,3,72,12,2,0,Stabil,76.5
3.66,56,57,Ada,Tidak,3,80,18,3,0,Stabil,76.9
2.89,74,97,Ada,Ya,3,82,10,6,0,Stabil,65.75
3.1,74,100,Ada,Tidak,0,54,6,4,0,Rentan,57.3
2.44,86,95,Tidak,Ya,5,74,7,8,0,Stabil,61.400000000000006
2.96,61,36,Ada,Ya,4,76,17,8,1,Rentan,67.6
3.15,51,90,Tidak,Tidak,2,74,18,3,0,Rentan,66.05
2.91,58,91,Tidak,Ya,3,58,16,4,0,Stabil,61.25
3.86,57,18,Ada,Ya,2,60,11,1,1,Rentan,73.9
3.26,77,21,Tidak,Tidak,3,51,5,1,0,Stabil,65.1
3.18,76,20,Ada,Tidak,4,84,15,2,0,Stabil,72.5
3.15,57,30,Tidak,Tidak,1,69,9,8,0,Rentan,63.05
3.64,81,18,Tidak,Ya,0,93,2,4,0,Stabil,73.2
3.18,89,59,Ada,Ya,2,53,8,3,0,Stabil,62.3
3.65,53,37,Ada,Ya,2,53,15,6,0,Stabil,69.35
3.1,95,57,Ada,Tidak,1,53,2,4,0,Stabil,59.1
3.33,90,72,Tidak,Ya,5,56,11,3,0,Stabil,71.15
3.66,57,72,Ada,Ya,4,58,7,7,1,Stabil,74.5
3.16,90,77,Tidak,Ya,0,57,2,1,0,Rentan,58.8
3.04,100,74,Tidak,Ya,5,69,17,8,1,Rentan,69.4
2.91,100,61,Tidak,Ya,5,65,20,3,0,Rentan,66.65
3.38,60,96,Tidak,Tidak,3,80,3,3,0,Stabil,72.69999999999999
3.13,84,6,Ada,Ya,1,58,9,5,1,Rentan,60.55
3.16,68,76,Ada,Ya,3,74,4,1,1,Rentan,68.2
3.59,56,96,Tidak,Ya,5,79,7,1,1,Rentan,79.65
2.81,90,42,Ada,Tidak,0,58,19,3,0,Rentan,53.75
3.59,89,45,Tidak,Tidak,5,94,15,5,0,Rentan,82.65
3.16,50,90,Ada,Tidak,1,59,19,4,0,Rentan,61.2
2.76,97,22,Tidak,Ya,4,66,1,1,0,Stabil,62.6
3.36,73,87,Tidak,Ya,3,89,6,4,0,Stabil,74.2
3.31,82,28,Tidak,Tidak,5,71,14,7,0,Rentan,73.85
3.64,64,32,Tidak,Tidak,1,56,5,4,0,Rentan,67.8
2.57,58,90,Ada,Ya,0,70,3,1,0,Stabil,52.55
2.54,94,43,Ada,Tidak,2,59,4,2,0,Stabil,53.900000000000006
3.44,99,91,Ada,Ya,0,65,11,7,1,Rentan,64.6
2.88,57,35,Tidak,Tidak,2,64,5,5,0,Rentan,60.0
3.26,84,58,Tidak,Tidak,5,65,10,7,0,Stabil,71.9
2.86,92,88,Tidak,Tidak,4,79,2,7,0,Stabil,66.7
2.75,76,65,Ada,Ya,2,96,6,7,0,Stabil,64.45
3.52,82,53,Tidak,Ya,0,55,16,2,0,Stabil,63.8
2.46,52,92,Ada,Ya,3,59,15,1,0,Stabil,54.7
3.07,96,13,Ada,Ya,4,53,12,2,1,Rentan,64.65
3.21,52,47,Tidak,Ya,3,83,16,5,0,Stabil,70.75
3.33,73,64,Tidak,Ya,5,69,7,2,0,Rentan,73.75
2.48,98,30,Ada,Ya,2,99,15,1,1,Rentan,61.0
4.0,85,17,Tidak,Tidak,0,50,3,4,0,Stabil,70.0
3.18,96,30,Ada,Tidak,4,86,15,6,1,Rentan,72.89999999999999
3.71,64,40,Ada,Tidak,2,51,18,8,1,Rentan,69.85
2.96,76,88,Tidak,Tidak,4,76,12,5,0,Stabil,67.6
3.77,50,4,Ada,Tidak,5,65,1,4,0,Stabil,79.55
3.06,52,43,Tidak,Tidak,4,83,20,6,0,Stabil,70.5
2.96,85,24,Tidak,Ya,1,81,20,2,0,Rentan,62.599999999999994
3.48,59,32,Ada,Tidak,2,60,8,7,0,Stabil,68.19999999999999
2.04,54,80,Ada,Ya,0,94,4,7,0,Rentan,49.4
3.44,100,93,Ada,Ya,2,56,18,2,1,Rentan,66.80000000000001
2.87,64,66,Tidak,Ya,0,67,2,7,0,Stabil,56.449999999999996
3.77,64,39,Ada,Tidak,0,90,3,2,0,Stabil,74.55
3.05,68,45,Tidak,Tidak,3,54,0,5,0,Stabil,62.55
3.42,53,33,Tidak,Tidak,4,51,7,7,0,Rentan,69.5
2.44,61,28,Tidak,Ya,4,54,0,5,0,Rentan,55.400000000000006
2.96,75,82,Ada,Ya,2,93,1,3,0,Stabil,67.0
3.15,67,71,Tidak,Ya,2,83,12,6,1,Rentan,67.85
2.99,79,83,Tidak,Ya,0,98,2,5,0,Stabil,64.45
2.39,57,6,Ada,Tidak,3,56,18,8,0,Stabil,53.050000000000004
3.16,87,84,Tidak,Tidak,2,67,7,1,0,Rentan,64.8
3.17,73,49,Ada,Tidak,1,98,1,7,0,Rentan,69.15
3.35,79,34,Ada,Tidak,3,98,13,7,0,Stabil,75.85
3.66,92,33,Ada,Tidak,3,80,12,8,1,Rentan,76.9
3.59,73,77,Tidak,Ya,0,80,7,2,0,Rentan,69.85
3.8,62,1,Tidak,Tidak,4,75,9,3,0,Rentan,80.0
3.44,92,50,Ada,Ya,5,94,3,2,1,Stabil,80.4
3.14,92,54,Ada,Ya,0,92,1,3,1,Rentan,65.5
3.68,82,83,Ada,Tidak,5,55,7,7,0,Stabil,76.19999999999999
2.97,75,85,Tidak,Tidak,5,62,6,4,0,Stabil,66.94999999999999
2.75,96,98,Tidak,Tidak,2,88,4,5,0,Stabil,62.85
2.81,74,97,Ada,Ya,2,51,4,3,0,Rentan,56.35
2.88,79,91,Tidak,Tidak,0,50,7,2,0,Stabil,53.199999999999996
2.97,56,77,Ada,Tidak,3,88,7,4,1,Rentan,68.15
2.7,98,14,Ada,Ya,5,99,17,6,0,Stabil,70.3
3.12,85,76,Tidak,Tidak,4,55,10,2,0,Rentan,65.8
3.01,86,59,Ada,Tidak,1,51,8,1,0,Rentan,57.35
3.04,84,59,Ada,Ya,4,89,10,3,0,Stabil,71.4
3.6,91,9,Ada,Ya,2,96,14,4,1,Rentan,77.2
2.51,91,93,Tidak,Ya,2,56,3,8,0,Stabil,52.849999999999994
2.83,94,65,Ada,Ya,5,90,8,3,1,Rentan,70.44999999999999
3.88,64,23,Tidak,Ya,1,98,9,4,1,Rentan,79.8
3.04,54,80,Tidak,Ya,2,81,19,8,0,Stabil,65.8
3.37,52,16,Ada,Ya,2,94,17,7,0,Stabil,73.35
3.82,52,81,Ada,Ya,1,50,6,7,1,Rentan,69.3
3.58,88,100,Ada,Ya,4,95,12,4,1,Rentan,80.69999999999999
3.28,54,0,Ada,Ya,2,56,13,7,0,Stabil,64.4
3.18,59,12,Tidak,Tidak,3,83,0,1,0,Stabil,70.3
2.57,96,20,Ada,Tidak,3,71,5,2,0,Rentan,58.75
2.39,90,63,Tidak,Ya,3,72,8,4,0,Stabil,56.25
3.22,70,51,Tidak,Ya,2,61,14,7,0,Rentan,64.5
2.96,72,16,Ada,Ya,2,57,17,1,0,Stabil,59.8
3.33,97,13,Tidak,Ya,1,78,10,3,0,Stabil,67.55
2.96,78,0,Tidak,Ya,3,99,3,4,0,Stabil,70.2
4.0,63,7,Ada,Tidak,1,95,16,6,0,Rentan,81.0
2.5,87,94,Ada,Ya,4,93,15,1,0,Stabil,64.1
2.98,53,18,Ada,Tidak,2,83,15,2,0,Stabil,65.3
3.23,95,78,Ada,Ya,5,80,7,6,1,Rentan,74.44999999999999
3.62,60,36,Tidak,Tidak,3,74,20,5,0,Rentan,75.1
3.04,71,59,Ada,Tidak,5,90,20,4,0,Stabil,73.6
2.95,85,39,Ada,Ya,3,80,16,7,1,Stabil,66.25
3.33,74,62,Ada,Tidak,3,70,0,1,0,Rentan,69.94999999999999
2.99,62,93,Tidak,Ya,0,58,17,4,0,Rentan,56.45
3.33,92,76,Tidak,Ya,1,68,19,3,1,Rentan,65.55
3.13,52,5,Ada,Ya,4,70,11,1,1,Rentan,68.94999999999999
3.39,80,84,Tidak,Ya,2,99,5,1,0,Stabil,74.65
3.63,60,37,Ada,Tidak,0,91,20,2,0,Rentan,72.64999999999999
3.15,71,54,Tidak,Ya,2,58,13,5,0,Stabil,62.85
3.05,76,88,Ada,Ya,5,66,13,1,0,Stabil,68.95
2.78,78,98,Tidak,Tidak,1,93,0,4,0,Rentan,62.3
2.2,63,76,Ada,Tidak,1,69,19,1,0,Stabil,48.8
3.17,64,14,Ada,Ya,1,86,12,8,0,Stabil,66.75
3.29,58,23,Ada,Ya,0,91,14,1,0,Stabil,67.55
2.84,59,10,Ada,Tidak,1,62,4,8,0,Stabil,57.0
2.75,58,88,Tidak,Ya,4,76,0,3,0,Stabil,64.45
3.6,79,63,Ada,Tidak,2,85,14,1,1,Rentan,75.0
3.31,55,66,Ada,Tidak,0,59,17,5,0,Stabil,61.45
3.6,78,82,Ada,Tidak,3,71,6,1,1,Rentan,74.2
3.41,69,15,Tidak,Ya,5,90,2,7,0,Stabil,79.15
3.06,55,89,Ada,Ya,3,85,0,3,0,Stabil,68.9
3.4,52,60,Tidak,Tidak,0,91,3,2,0,Stabil,69.2
3.11,59,11,Tidak,Ya,3,55,1,5,0,Rentan,63.65
3.67,73,87,Ada,Ya,5,72,9,1,1,Stabil,79.45
3.39,80,81,Tidak,Ya,4,93,20,4,1,Rentan,77.45
3.8,93,14,Tidak,Ya,1,53,9,7,0,Stabil,69.6
3.66,99,94,Ada,Tidak,1,100,13,6,1,Rentan,76.9
3.32,79,66,Tidak,Ya,0,73,16,8,0,Stabil,64.4
3.71,68,72,Ada,Tidak,4,78,8,2,1,Rentan,79.25
3.32,57,68,Ada,Ya,4,94,16,7,0,Stabil,76.6
2.58,54,6,Ada,Ya,1,86,13,5,0,Stabil,57.89999999999999
3.46,89,69,Tidak,Tidak,2,50,10,8,0,Stabil,65.9
3.54,93,22,Tidak,Tidak,2,78,9,3,0,Stabil,72.7
3.67,77,34,Ada,Tidak,1,61,15,4,0,Stabil,69.25
3.54,87,57,Tidak,Ya,5,71,9,6,1,Rentan,77.3
3.37,50,89,Tidak,Tidak,1,61,14,2,0,Rentan,64.75
3.33,68,46,Tidak,Tidak,4,77,11,4,0,Rentan,73.35
3.71,71,16,Tidak,Tidak,0,70,7,7,0,Rentan,69.65
3.46,91,36,Tidak,Ya,5,84,13,3,0,Stabil,78.7
3.38,84,69,Ada,Ya,5,84,5,5,0,Stabil,77.5
2.72,64,21,Tidak,Ya,4,70,9,1,0,Stabil,62.8
3.31,70,22,Tidak,Ya,0,87,19,3,0,Rentan,67.05
3.55,89,2,Tidak,Tidak,5,100,5,3,1,Rentan,83.25
3.2,94,3,Tidak,Ya,3,80,4,7,0,Stabil,70.0
3.2,50,34,Tidak,Ya,0,92,17,4,0,Stabil,66.4
3.85,95,90,Ada,Ya,3,66,10,6,1,Stabil,76.95
3.39,72,97,Tidak,Tidak,1,69,5,8,0,Rentan,66.65
2.85,100,53,Tidak,Tidak,1,91,1,3,0,Stabil,62.95
2.82,100,65,Tidak,Ya,4,88,0,8,0,Stabil,67.9
2.66,84,3,Tidak,Tidak,5,84,14,5,0,Rentan,66.7
3.48,67,81,Ada,Ya,4,67,1,1,1,Rentan,73.6
3.31,57,31,Ada,Ya,4,55,12,6,1,Rentan,68.65
2.83,63,2,Ada,Ya,0,67,6,7,0,Stabil,55.849999999999994
2.96,92,45,Tidak,Tidak,2,94,18,3,0,Stabil,67.2
3.74,58,9,Ada,Tidak,5,57,9,8,0,Stabil,77.5
3.06,92,78,Ada,Ya,0,75,20,4,1,Stabil,60.9
2.74,92,59,Ada,Ya,1,90,12,3,0,Stabil,61.1
3.42,61,1,Ada,Tidak,5,97,9,4,0,Stabil,80.7
3.74,61,74,Ada,Tidak,4,73,5,3,0,Stabil,78.7
2.7,70,100,Tidak,Tidak,1,50,2,1,0,Stabil,52.5
3.18,93,23,Tidak,Ya,1,79,13,2,0,Rentan,65.5
2.98,95,71,Ada,Ya,0,64,1,8,1,Rentan,57.5
3.5,57,24,Ada,Ya,2,82,4,3,0,Stabil,72.9
2.94,53,88,Tidak,Ya,5,80,2,6,0,Rentan,70.1
2.78,100,75,Ada,Ya,1,98,7,2,0,Stabil,63.3
3.98,81,19,Tidak,Ya,0,98,4,6,0,Stabil,79.3
3.35,54,24,Ada,Tidak,5,70,14,4,0,Rentan,74.25
3.43,88,98,Tidak,Ya,2,93,19,7,0,Stabil,74.05
3.36,87,25,Tidak,Ya,0,67,20,4,0,Rentan,63.8
3.11,94,73,Ada,Ya,3,65,14,4,1,Rentan,65.65
3.78,72,100,Tidak,Ya,2,63,19,3,1,Stabil,73.3
2.63,81,68,Ada,Ya,1,86,20,4,0,Rentan,58.64999999999999
2.77,67,62,Tidak,Ya,3,95,8,1,0,Rentan,66.55
3.89,52,14,Ada,Ya,3,72,16,2,1,Rentan,78.75
3.1,54,25,Tidak,Ya,3,57,3,5,0,Rentan,63.9
3.37,67,48,Tidak,Ya,2,66,5,7,0,Rentan,67.75
3.29,70,3,Tidak,Tidak,2,86,11,5,0,Rentan,70.55
3.23,64,95,Tidak,Ya,3,67,4,1,1,Rentan,67.85
3.0,51,8,Ada,Ya,4,93,11,7,0,Rentan,71.6
2.86,62,62,Tidak,Ya,2,52,0,4,0,Rentan,57.3
3.02,77,89,Tidak,Ya,4,58,2,6,1,Rentan,64.9
3.67,95,89,Ada,Ya,5,63,8,6,1,Stabil,77.65
3.21,96,1,Tidak,Ya,1,93,1,3,0,Rentan,68.75
3.24,52,22,Tidak,Tidak,5,85,9,8,0,Stabil,75.6
3.28,80,84,Tidak,Ya,5,92,15,4,1,Rentan,77.6
2.81,71,9,Ada,Tidak,0,83,14,1,0,Stabil,58.75
3.75,95,46,Ada,Tidak,2,87,16,1,1,Rentan,77.65
2.65,95,58,Ada,Ya,5,81,15,3,0,Stabil,65.95
3.26,98,78,Ada,Ya,0,98,5,1,1,Stabil,68.5
3.2,86,13,Tidak,Tidak,4,54,13,7,1,Rentan,66.8
3.85,81,21,Ada,Ya,0,95,13,1,0,Stabil,76.75
3.72,94,87,Tidak,Ya,1,96,9,1,1,Rentan,77.0
2.91,58,98,Tidak,Tidak,3,75,11,7,0,Stabil,64.65
2.93,71,50,Ada,Tidak,0,53,5,3,0,Stabil,54.55
3.09,50,93,Ada,Tidak,3,98,8,4,0,Stabil,71.95
3.61,73,7,Ada,Ya,3,71,17,7,0,Stabil,74.35
3.22,58,59,Ada,Ya,1,94,12,6,0,Stabil,69.1
3.08,99,32,Ada,Ya,1,84,18,3,0,Rentan,65.0
3.86,90,16,Ada,Tidak,5,73,12,1,1,Rentan,82.5
2.97,93,83,Ada,Tidak,5,76,18,8,0,Rentan,69.75
3.34,94,41,Ada,Ya,2,89,5,7,0,Stabil,71.9
3.7,96,78,Ada,Ya,4,90,18,4,0,Stabil,81.5
3.64,87,16,Tidak,Ya,4,73,2,8,1,Rentan,77.2
3.37,69,31,Tidak,Ya,3,80,2,1,0,Stabil,72.55
2.62,74,30,Ada,Ya,1,56,10,3,0,Rentan,52.5
3.18,62,99,Tidak,Ya,4,100,9,8,0,Stabil,75.69999999999999
3.53,59,44,Tidak,Ya,0,74,12,6,0,Rentan,67.75
3.25,88,74,Ada,Ya,2,92,12,7,0,Rentan,71.15
3.14,63,99,Ada,Tidak,0,69,9,2,0,Stabil,60.900000000000006
2.65,89,98,Ada,Ya,0,81,3,4,0,Stabil,55.95
3.22,66,95,Tidak,Ya,4,94,7,6,0,Stabil,75.1
3.45,78,56,Tidak,Tidak,0,78,2,6,0,Rentan,67.35
2.88,60,35,Tidak,Tidak,4,59,7,5,0,Stabil,63.0
3.1,57,64,Ada,Ya,2,93,11,7,0,Rentan,69.1
3.07,50,35,Tidak,Ya,2,63,15,8,0,Stabil,62.65
2.74,52,90,Ada,Ya,0,94,10,8,0,Rentan,59.900000000000006
3.46,84,40,Tidak,Ya,2,50,3,2,0,Stabil,65.9
2.55,68,71,Tidak,Ya,0,56,17,1,0,Stabil,49.449999999999996
2.7,90,85,Tidak,Ya,1,72,10,1,1,Rentan,56.9
3.49,69,2,Ada,Ya,4,95,5,4,1,Rentan,79.35
2.73,58,61,Ada,Ya,2,52,1,2,0,Rentan,55.349999999999994
2.88,75,92,Ada,Ya,4,94,5,2,0,Stabil,70.0
2.88,57,85,Tidak,Ya,0,91,2,1,0,Stabil,61.39999999999999
2.82,81,84,Ada,Ya,5,77,4,3,1,Rentan,67.69999999999999
2.69,72,27,Ada,Tidak,0,60,2,7,0,Stabil,52.35
2.7,97,13,Tidak,Tidak,0,84,2,7,0,Stabil,57.3
3.37,72,64,Ada,Ya,2,50,18,5,0,Stabil,64.55
3.0,84,10,Tidak,Ya,5,81,8,1,0,Stabil,71.2
3.71,77,51,Ada,Tidak,5,62,20,5,1,Rentan,78.05
2.95,68,16,Tidak,Tidak,3,87,0,2,0,Rentan,67.65
3.58,83,61,Ada,Ya,1,75,17,8,0,Stabil,70.69999999999999
3.18,73,41,Tidak,Tidak,0,63,2,1,0,Stabil,60.3
3.36,70,7,Tidak,Ya,0,54,14,3,0,Rentan,61.2
3.34,67,36,Tidak,Ya,5,51,10,6,0,Stabil,70.30000000000001
3.25,66,35,Ada,Tidak,4,100,8,3,1,Rentan,76.75
2.73,69,29,Ada,Ya,4,56,3,8,0,Rentan,60.15
3.49,52,59,Tidak,Ya,5,69,5,2,0,Stabil,76.15
3.24,76,25,Ada,Tidak,2,82,16,7,0,Stabil,69.0
2.88,79,43,Ada,Ya,0,71,1,8,0,Stabil,57.4
3.2,77,38,Tidak,Tidak,3,95,1,6,0,Stabil,73.0
2.78,74,50,Tidak,Ya,1,56,11,6,0,Rentan,54.9
3.39,90,45,Ada,Ya,2,74,2,3,1,Rentan,69.65
2.65,56,100,Ada,Ya,4,64,7,7,0,Stabil,60.55
3.48,68,80,Tidak,Tidak,5,73,17,8,0,Stabil,76.8
3.26,86,28,Ada,Tidak,1,88,8,2,0,Stabil,68.5
2.77,85,39,Ada,Ya,4,50,9,3,1,Rentan,59.55
3.11,75,86,Tidak,Ya,3,98,11,4,1,Stabil,72.25
3.04,58,61,Ada,Ya,5,82,13,7,0,Stabil,72.0
2.6,73,84,Tidak,Tidak,2,92,1,5,0,Rentan,61.400000000000006
3.71,71,44,Tidak,Ya,2,57,16,7,0,Stabil,71.05
3.47,98,80,Ada,Ya,5,85,7,2,1,Rentan,79.05
3.35,86,13,Tidak,Tidak,5,54,19,2,0,Stabil,71.05
2.73,80,9,Tidak,Ya,3,86,6,4,0,Stabil,64.14999999999999
3.1,85,25,Tidak,Tidak,4,77,15,4,0,Rentan,69.9
3.22,69,32,Ada,Ya,4,68,5,1,1,Rentan,69.9
3.45,66,43,Tidak,Ya,3,69,20,3,0,Rentan,71.55
3.68,78,97,Ada,Ya,5,87,12,8,1,Rentan,82.6
3.19,60,46,Tidak,Tidak,4,89,15,8,0,Rentan,73.65
4.0,79,0,Tidak,Ya,5,90,5,8,0,Stabil,88.0
3.08,98,75,Tidak,Ya,0,62,11,7,0,Stabil,58.599999999999994
3.09,59,76,Tidak,Ya,1,81,13,5,0,Rentan,64.55
3.04,78,35,Ada,Tidak,4,72,20,7,0,Stabil,68.0
2.44,60,29,Ada,Tidak,1,93,16,8,0,Rentan,57.2
3.05,73,74,Ada,Tidak,3,62,17,5,0,Rentan,64.15
4.0,67,11,Ada,Tidak,4,64,14,4,1,Rentan,80.8
3.93,83,37,Ada,Tidak,1,90,18,1,1,Rentan,78.94999999999999
2.86,62,90,Tidak,Ya,1,57,10,8,0,Rentan,56.3
2.88,88,75,Tidak,Ya,4,75,9,5,1,Rentan,66.19999999999999
3.77,91,43,Tidak,Ya,2,95,15,8,1,Rentan,79.55
3.03,98,20,Tidak,Tidak,3,80,2,6,0,Rentan,67.44999999999999
3.06,88,63,Tidak,Ya,3,94,6,3,0,Stabil,70.7
3.37,75,4,Tidak,Tidak,5,51,13,7,0,Stabil,70.75
3.19,83,84,Tidak,Tidak,0,63,13,8,0,Stabil,60.45
2.67,78,54,Ada,Ya,0,66,7,5,0,Rentan,53.25
3.47,86,59,Tidak,Tidak,4,51,6,8,0,Stabil,70.25
3.12,63,48,Ada,Ya,5,88,19,6,0,Stabil,74.4
3.05,88,26,Ada,Tidak,1,67,1,4,0,Rentan,61.15
3.26,62,66,Ada,Ya,0,94,1,3,0,Stabil,67.7
3.22,72,56,Tidak,Tidak,0,95,14,3,0,Rentan,67.3
3.8,83,86,Ada,Ya,5,55,17,8,1,Stabil,78.0
2.87,79,6,Tidak,Ya,2,71,10,3,1,Rentan,61.25
2.62,71,91,Ada,Ya,0,82,17,2,0,Stabil,55.7
3.12,51,76,Tidak,Ya,1,88,11,6,1,Rentan,66.4
2.85,78,34,Tidak,Tidak,5,78,14,4,0,Stabil,68.35
2.98,65,90,Tidak,Tidak,5,89,1,6,0,Rentan,72.5
